ID,location,profile_HWD,household_size,heater_type,has_solar,control_type,tariff_type,new_system,old_heater,ID,net_present_cost,payback_period,LCOHW,capital_cost,annual_energy_cost,daily_supply_cost,oandm_cost,others_cost,rebates,disconnection_costs,solar_ratio_real,annual_fit_opp_cost,emissions_total,annual_energy_consumption
29,800,1,2,standard_heat_pump,TRUE,CL3,CL,TRUE,none,29,4263,,0.568030874,2299,114.3544621,0,200,,0,0,0.390005572,25.96687163,0.520783589,713.6202657
30,800,1,2,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,30,3755,,0.500376942,2299,33.08127307,0,200,,0,0,0.831708868,53.09773337,0.510442968,699.2522505
31,800,1,2,premium_heat_pump,FALSE,GS,flat,TRUE,none,31,7279,,0.969883804,5263,122.6613832,0,200,,0,0,0,0,0.31916892,436.3357009
32,800,1,2,premium_heat_pump,FALSE,GS,tou,TRUE,none,32,7350,,0.979374567,5263,134.0630226,0,200,,0,0,0,0,0.31916892,436.3357009
33,800,1,2,premium_heat_pump,FALSE,CL1,CL,TRUE,none,33,7180,,0.956720761,5263,106.8126667,0,200,,0,0,0,0,0.296658724,406.59561
34,800,1,2,premium_heat_pump,FALSE,CL2,CL,TRUE,none,34,7215,,0.96147236,5263,112.5381481,0,200,,0,0,0,0,0.313129458,428.390362
35,800,1,2,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,35,7151,,0.952905364,5263,102.2290824,0,200,,0,0,0,0,0.295253132,403.9567345
36,800,1,2,premium_heat_pump,FALSE,CL3,CL,TRUE,none,36,7146,,0.952191801,5263,101.3743255,0,200,,0,0,0,0,0.28103757,385.8938922
37,800,1,2,premium_heat_pump,TRUE,GS,flat,TRUE,none,37,7036,,0.937579366,5263,83.85274681,0,200,,0,0,0.316388381,12.60410614,0.31916892,436.3357009
38,800,1,2,premium_heat_pump,TRUE,GS,tou,TRUE,none,38,7068,,0.941751865,5263,88.86533915,0,200,,0,0,0.316388381,12.60410614,0.31916892,436.3357009
39,800,1,2,premium_heat_pump,TRUE,CL1,CL,TRUE,none,39,7180,,0.956720761,5263,106.8126667,0,200,,0,0,0,0,0.296658724,406.59561
40,800,1,2,premium_heat_pump,TRUE,CL2,CL,TRUE,none,40,7095,,0.945481344,5263,93.32779322,0,200,,0,0,0.170700826,6.822710736,0.313129458,428.390362
41,800,1,2,premium_heat_pump,TRUE,CL3,CL,TRUE,none,41,6752,,0.899729405,5263,38.35092826,0,200,,0,0,0.621689929,22.38326213,0.28103757,385.8938922
42,800,1,2,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,42,6634,,0.883988942,5263,19.43953696,0,200,,0,0,0.823277113,29.41188285,0.285803612,391.2965401
43,800,1,3,resistive,FALSE,GS,flat,TRUE,none,43,5659,,0.502703714,1210,512.1333283,0,200,,0,0,0,0,1.329616424,1821.78
44,800,1,3,resistive,FALSE,GS,tou,TRUE,none,44,6047,,0.537213982,1210,574.3179257,0,200,,0,0,0,0,1.329616424,1821.78
45,800,1,3,resistive,FALSE,CL1,CL,TRUE,none,45,5269,,0.468120095,1210,449.831718,0,200,,0,0,0,0,1.249304318,1712.34
46,800,1,3,resistive,FALSE,CL2,CL,TRUE,none,46,5428,,0.482220351,1210,475.2243,0,200,,0,0,0,0,1.32251728,1809
47,800,1,3,resistive,FALSE,timer_OP,tou,TRUE,none,47,5467,,0.48567115,1210,481.4416121,0,200,,0,0,0,0,1.281136899,1753.74
48,800,1,3,resistive,FALSE,CL3,CL,TRUE,none,48,5389,,0.478748812,1210,468.982548,0,200,,0,0,0,0,1.301637436,1785.24
49,800,1,3,resistive,TRUE,GS,flat,TRUE,none,49,5368,,0.476876387,1210,465.5946596,0,200,,0,0,0.090872174,15.11463359,1.329616424,1821.78
50,800,1,3,resistive,TRUE,GS,tou,TRUE,none,50,5711,,0.507343753,1210,520.494287,0,200,,0,0,0.090872174,15.11463359,1.329616424,1821.78
51,800,1,3,resistive,TRUE,CL1,CL,TRUE,none,51,5269,,0.468120095,1210,449.831718,0,200,,0,0,0,0,1.249304318,1712.34
52,800,1,3,resistive,TRUE,CL2,CL,TRUE,none,52,5264,,0.46768865,1210,449.0393911,0,200,,0,0,0.055100105,9.299779231,1.32251728,1809
53,800,1,3,resistive,TRUE,CL3,CL,TRUE,none,53,4638,,0.412013668,1210,348.7294928,0,200,,0,0,0.256412644,42.70883157,1.301637436,1785.24
54,800,1,3,resistive,TRUE,timer_SS,flat,TRUE,none,54,4172,,0.37063221,1210,274.1710317,0,200,,0,0,0.432699578,67.91701644,1.25525523,1719.18
55,800,1,3,resistive,TRUE,diverter,tou,TRUE,none,55,4830,,0.429103705,2310,203.4433478,0,200,,0,0,0.555299557,90.849844,1.306905454,1791.9508
56,800,1,3,resistive,TRUE,diverter,CL,TRUE,none,56,4867,,0.432376461,2310,209.3407214,0,200,,0,0,0.555299557,92.83998297,1.306905454,1791.9508
57,800,1,3,solar_thermal,FALSE,GS,flat,TRUE,none,57,8119,,0.741202262,6500,59.2032402,0,200,,0,0,0.624980109,0,0.154330237,210.6
58,800,1,3,solar_thermal,FALSE,GS,tou,TRUE,none,58,8185,,0.747176368,6500,69.67902114,0,200,,0,0,0.624980109,0,0.154330237,210.6
59,800,1,3,gas_instant,FALSE,GS,gas,TRUE,none,59,5462,,0.279262256,1323,462.6376343,0,200,,0,0,0,0,0.412012531,3066.036496
60,800,1,3,gas_storage,FALSE,GS,gas,TRUE,none,60,6692,,0.594462267,1705,598.2642,0,200,,0,0,0,0,0.532800464,2529.444444
61,800,1,3,standard_heat_pump,FALSE,GS,flat,TRUE,none,61,5192,,0.461248607,2299,263.1383572,0,200,,0,0,0,0,0.683838676,936.0456933
62,800,1,3,standard_heat_pump,FALSE,GS,tou,TRUE,none,62,5290,,0.469920943,2299,278.7657491,0,200,,0,0,0,0,0.683838676,936.0456933
63,800,1,3,standard_heat_pump,FALSE,CL1,CL,TRUE,none,63,4953,,0.439991765,2299,224.8237664,0,200,,0,0,0,0,0.623895182,855.8194381
64,800,1,3,standard_heat_pump,FALSE,CL2,CL,TRUE,none,64,5084,,0.451672529,2299,245.8763558,0,200,,0,0,0,0,0.683625218,935.9587204
65,800,1,3,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,65,4893,,0.434688157,2299,215.2668812,0,200,,0,0,0,0,0.621353772,851.3855682
66,800,1,3,standard_heat_pump,FALSE,CL3,CL,TRUE,none,66,4969,,0.441430138,2299,227.415173,0,200,,0,0,0,0,0.632067208,865.6839477
67,800,1,3,standard_heat_pump,TRUE,GS,flat,TRUE,none,67,4656,,0.413593325,2299,177.2644059,0,200,,0,0,0.326345244,27.88978165,0.683838676,936.0456933
68,800,1,3,standard_heat_pump,TRUE,GS,tou,TRUE,none,68,4663,,0.414199597,2299,178.3568954,0,200,,0,0,0.326345244,27.88978165,0.683838676,936.0456933
69,800,1,3,standard_heat_pump,TRUE,CL1,CL,TRUE,none,69,4953,,0.439991765,2299,224.8237664,0,200,,0,0,0,0,0.623895182,855.8194381
70,800,1,3,standard_heat_pump,TRUE,CL2,CL,TRUE,none,70,4725,,0.419742921,2299,188.3402131,0,200,,0,0,0.234004374,20.43441994,0.683625218,935.9587204
71,800,1,3,standard_heat_pump,TRUE,CL3,CL,TRUE,none,71,4301,,0.382058808,2299,120.4305507,0,200,,0,0,0.470437486,37.99644181,0.632067208,865.6839477
72,800,1,3,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,72,3771,,0.334962039,2299,35.56500875,0,200,,0,0,0.843575994,62.29130042,0.590637131,808.7837324
73,800,1,3,premium_heat_pump,FALSE,GS,flat,TRUE,none,73,7454,,0.662181285,5263,150.7523677,0,200,,0,0,0,0,0.391454551,536.2620109
74,800,1,3,premium_heat_pump,FALSE,GS,tou,TRUE,none,74,7518,,0.667877522,5263,161.0169976,0,200,,0,0,0,0,0.391454551,536.2620109
75,800,1,3,premium_heat_pump,FALSE,CL1,CL,TRUE,none,75,7297,,0.648259004,5263,125.6377266,0,200,,0,0,0,0,0.348846543,478.2555256
76,800,1,3,premium_heat_pump,FALSE,CL2,CL,TRUE,none,76,7388,,0.656273666,5263,140.0919606,0,200,,0,0,0,0,0.389727944,533.2773529
77,800,1,3,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,77,7263,,0.645231649,5263,120.1826072,0,200,,0,0,0,0,0.347234083,475.3250324
78,800,1,3,premium_heat_pump,FALSE,CL3,CL,TRUE,none,78,7335,,0.651637415,5263,131.7259216,0,200,,0,0,0,0,0.365788772,501.4309921
79,800,1,3,premium_heat_pump,TRUE,GS,flat,TRUE,none,79,7162,,0.636213431,5263,103.9582476,0,200,,0,0,0.310403882,15.19759804,0.391454551,536.2620109
80,800,1,3,premium_heat_pump,TRUE,GS,tou,TRUE,none,80,7177,,0.637591288,5263,106.4411489,0,200,,0,0,0.310403882,15.19759804,0.391454551,536.2620109
81,800,1,3,premium_heat_pump,TRUE,CL1,CL,TRUE,none,81,7297,,0.648259004,5263,125.6377266,0,200,,0,0,0,0,0.348846543,478.2555256
82,800,1,3,premium_heat_pump,TRUE,CL2,CL,TRUE,none,82,7178,,0.637683229,5263,106.5923815,0,200,,0,0,0.239125635,11.89764267,0.389727944,533.2773529
83,800,1,3,premium_heat_pump,TRUE,CL3,CL,TRUE,none,83,7011,,0.622819557,5263,79.79725565,0,200,,0,0,0.394217519,18.44287984,0.365788772,501.4309921
84,800,1,3,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,84,6646,,0.590441307,5263,21.45367629,0,200,,0,0,0.834212328,35.0598264,0.336031151,460.3226878
85,800,1,4,resistive,FALSE,GS,flat,TRUE,none,85,6699,,0.446345905,1350,656.2451471,0,200,,0,0,0,0,1.705644168,2334.42
86,800,1,4,resistive,FALSE,GS,tou,TRUE,none,86,7203,,0.479914901,1350,736.8951658,0,200,,0,0,0,0,1.705644168,2334.42
87,800,1,4,resistive,FALSE,CL1,CL,TRUE,none,87,6205,,0.413401639,1350,577.12563,0,200,,0,0,0,0,1.601998449,2196.9
88,800,1,4,resistive,FALSE,CL2,CL,TRUE,none,88,6401,,0.426475362,1350,608.523534,0,200,,0,0,0,0,1.693860976,2316.42
89,800,1,4,resistive,FALSE,timer_OP,tou,TRUE,none,89,6453,,0.429941434,1350,616.8274236,0,200,,0,0,0,0,1.645762663,2250.9
90,800,1,4,resistive,FALSE,CL3,CL,TRUE,none,90,6354,,0.423359769,1350,601.052346,0,200,,0,0,0,0,1.669299544,2287.98
91,800,1,4,resistive,TRUE,GS,flat,TRUE,none,91,6314,,0.420723056,1350,594.6858668,0,200,,0,0,0.093805311,19.99296485,1.705644168,2334.42
92,800,1,4,resistive,TRUE,GS,tou,TRUE,none,92,6757,,0.450230495,1350,665.5779333,0,200,,0,0,0.093805311,19.99296485,1.705644168,2334.42
93,800,1,4,resistive,TRUE,CL1,CL,TRUE,none,93,6205,,0.413401639,1350,577.12563,0,200,,0,0,0,0,1.601998449,2196.9
94,800,1,4,resistive,TRUE,CL2,CL,TRUE,none,94,6194,,0.412670002,1350,575.3553774,0,200,,0,0,0.054505955,11.77993534,1.693860976,2316.42
95,800,1,4,resistive,TRUE,CL3,CL,TRUE,none,95,5365,,0.357470414,1350,442.7472405,0,200,,0,0,0.263379898,56.22332068,1.669299544,2287.98
96,800,1,4,resistive,TRUE,timer_SS,flat,TRUE,none,96,4738,,0.315653179,1350,342.2899542,0,200,,0,0,0.448742409,90.49411853,1.612979931,2208.78
97,800,1,4,resistive,TRUE,diverter,tou,TRUE,none,97,5333,,0.355342959,2450,261.5554063,0,200,,0,0,0.55283467,115.8235456,1.673334491,2294.725844
98,800,1,4,resistive,TRUE,diverter,CL,TRUE,none,98,5383,,0.358675501,2450,269.5622071,0,200,,0,0,0.55283467,118.3607536,1.673334491,2294.725844
99,800,1,4,solar_thermal,FALSE,GS,flat,TRUE,none,99,8831,,0.614353687,6740,134.7000217,0,200,,0,0,0.425463356,0,0.351612691,479.16
100,800,1,4,solar_thermal,FALSE,GS,tou,TRUE,none,100,8981,,0.624829227,6740,158.8043984,0,200,,0,0,0.425463356,0,0.351612691,479.16
101,800,1,4,gas_instant,FALSE,GS,gas,TRUE,none,101,6328,,0.248872998,1322,601.4364804,0,200,,0,0,0,0,0.535623019,3789.189034
102,800,1,4,gas_storage,FALSE,GS,gas,TRUE,none,102,7780,,0.518373351,1885,743.70429,0,200,,0,0,0,0,0.662326094,3144.361111
103,800,1,4,standard_heat_pump,FALSE,GS,flat,TRUE,none,103,5487,,0.365545611,2299,310.2581865,0,200,,0,0,0,0,0.806217263,1103.662128
104,800,1,4,standard_heat_pump,FALSE,GS,tou,TRUE,none,104,5595,,0.372797943,2299,327.6830679,0,200,,0,0,0,0,0.806217263,1103.662128
105,800,1,4,standard_heat_pump,FALSE,CL1,CL,TRUE,none,105,5145,,0.342768129,2299,255.5218689,0,200,,0,0,0,0,0.7093038,972.6755572
106,800,1,4,standard_heat_pump,FALSE,CL2,CL,TRUE,none,106,5364,,0.357412281,2299,290.7092362,0,200,,0,0,0,0,0.808436024,1106.620617
107,800,1,4,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,107,5075,,0.338143759,2299,244.4114541,0,200,,0,0,0,0,0.705361721,966.6212977
108,800,1,4,standard_heat_pump,FALSE,CL3,CL,TRUE,none,108,5265,,0.350762806,2299,274.7232293,0,200,,0,0,0,0,0.76327652,1045.767908
109,800,1,4,standard_heat_pump,TRUE,GS,flat,TRUE,none,109,4835,,0.322106352,2299,205.8884622,0,200,,0,0,0.336396359,33.89676124,0.806217263,1103.662128
110,800,1,4,standard_heat_pump,TRUE,GS,tou,TRUE,none,110,4833,,0.322000688,2299,205.6345877,0,200,,0,0,0.336396359,33.89676124,0.806217263,1103.662128
111,800,1,4,standard_heat_pump,TRUE,CL1,CL,TRUE,none,111,5145,,0.342768129,2299,255.5218689,0,200,,0,0,0,0,0.7093038,972.6755572
112,800,1,4,standard_heat_pump,TRUE,CL2,CL,TRUE,none,112,4829,,0.32175295,2299,205.0327566,0,200,,0,0,0.294715368,30.42868498,0.808436024,1106.620617
113,800,1,4,standard_heat_pump,TRUE,CL3,CL,TRUE,none,113,4567,,0.304265649,2299,163.0086613,0,200,,0,0,0.406644055,39.67631973,0.76327652,1045.767908
114,800,1,4,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,114,3784,,0.252146164,2299,37.79353841,0,200,,0,0,0.853040062,71.24783809,0.668085069,914.8112262
115,800,1,4,premium_heat_pump,FALSE,GS,flat,TRUE,none,115,7894,,0.525959795,5467,188.5433427,0,200,,0,0,0,0,0.489876001,670.6934929
116,800,1,4,premium_heat_pump,FALSE,GS,tou,TRUE,none,116,7975,,0.531327998,5467,201.4412753,0,200,,0,0,0,0,0.489876001,670.6934929
117,800,1,4,premium_heat_pump,FALSE,CL1,CL,TRUE,none,117,7708,,0.513533031,5467,158.6671697,0,200,,0,0,0,0,0.440392479,603.9861808
118,800,1,4,premium_heat_pump,FALSE,CL2,CL,TRUE,none,118,7815,,0.520675873,5467,175.8376386,0,200,,0,0,0,0,0.488987051,669.3476916
119,800,1,4,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,119,7667,,0.510811182,5467,152.1278527,0,200,,0,0,0,0,0.438923846,601.2950249
120,800,1,4,premium_heat_pump,FALSE,CL3,CL,TRUE,none,120,7744,,0.515935009,5467,164.435776,0,200,,0,0,0,0,0.456551365,625.9450934
121,800,1,4,premium_heat_pump,TRUE,GS,flat,TRUE,none,121,7520,,0.501036229,5467,128.6606522,0,200,,0,0,0.317607027,19.44844901,0.489876001,670.6934929
122,800,1,4,premium_heat_pump,TRUE,GS,tou,TRUE,none,122,7539,,0.50226474,5467,131.6123383,0,200,,0,0,0.317607027,19.44844901,0.489876001,670.6934929
123,800,1,4,premium_heat_pump,TRUE,CL1,CL,TRUE,none,123,7708,,0.513533031,5467,158.6671697,0,200,,0,0,0,0,0.440392479,603.9861808
124,800,1,4,premium_heat_pump,TRUE,CL2,CL,TRUE,none,124,7540,,0.50234641,5467,131.7986515,0,200,,0,0,0.250452562,15.64079748,0.488987051,669.3476916
125,800,1,4,premium_heat_pump,TRUE,CL3,CL,TRUE,none,125,7302,,0.486488391,5467,93.68698312,0,200,,0,0,0.430251826,25.12699802,0.456551365,625.9450934
126,800,1,4,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,126,6872,,0.457872777,5467,24.93858636,0,200,,0,0,0.846404678,44.63294741,0.421670283,577.5728025
127,800,1,5,resistive,FALSE,GS,flat,TRUE,none,127,8161,,0.434988624,1880,805.417072,0,200,,0,0,0,0,2.093447529,2865.06
128,800,1,5,resistive,FALSE,GS,tou,TRUE,none,128,8757,,0.466788452,1880,900.9189788,0,200,,0,0,0,0,2.093447529,2865.06
129,800,1,5,resistive,FALSE,CL1,CL,TRUE,none,129,7558,,0.402853008,1880,708.911712,0,200,,0,0,0,0,1.967420472,2698.56
130,800,1,5,resistive,FALSE,CL2,CL,TRUE,none,130,7794,,0.415457686,1880,746.787798,0,200,,0,0,0,0,2.078342488,2842.74
131,800,1,5,resistive,FALSE,timer_OP,tou,TRUE,none,131,7764,,0.41384404,1880,741.8936275,0,200,,0,0,0,0,2.010161267,2752.38
132,800,1,5,resistive,FALSE,CL3,CL,TRUE,none,132,7742,,0.412661785,1880,738.37089,0,200,,0,0,0,0,2.051068837,2810.7
133,800,1,5,resistive,TRUE,GS,flat,TRUE,none,133,7680,,0.409363008,1880,728.4576873,0,200,,0,0,0.095552214,24.99454614,2.093447529,2865.06
134,800,1,5,resistive,TRUE,GS,tou,TRUE,none,134,8202,,0.437198316,1880,812.0532637,0,200,,0,0,0.095552214,24.99454614,2.093447529,2865.06
135,800,1,5,resistive,TRUE,CL1,CL,TRUE,none,135,7558,,0.402853008,1880,708.911712,0,200,,0,0,0,0,1.967420472,2698.56
136,800,1,5,resistive,TRUE,CL2,CL,TRUE,none,136,7517,,0.400671447,1880,702.3805136,0,200,,0,0,0.059464395,15.77160119,2.078342488,2842.74
137,800,1,5,resistive,TRUE,CL3,CL,TRUE,none,137,6497,,0.346326387,1880,539.1500329,0,200,,0,0,0.269811364,70.75487617,2.051068837,2810.7
138,800,1,5,resistive,TRUE,timer_SS,flat,TRUE,none,138,5695,,0.303533359,1880,410.6465837,0,200,,0,0,0.463020239,114.9989672,1.986995393,2720.34
139,800,1,5,resistive,TRUE,diverter,tou,TRUE,none,139,6261,,0.333744626,2980,325.2844315,0,200,,0,0,0.546362837,140.4975153,2.054291132,2816.545131
140,800,1,5,resistive,TRUE,diverter,CL,TRUE,none,140,6326,,0.337195745,2980,335.6490427,0,200,,0,0,0.546362837,143.5752265,2.054291132,2816.545131
141,800,1,5,solar_thermal,FALSE,GS,flat,TRUE,none,141,9092,,0.498934536,7160,109.2982896,0,200,,0,0,0.476021061,0,0.285419062,388.8
142,800,1,5,solar_thermal,FALSE,GS,tou,TRUE,none,142,9215,,0.505662939,7160,128.92608,0,200,,0,0,0.476021061,0,0.285419062,388.8
143,800,1,5,gas_instant,FALSE,GS,gas,TRUE,none,143,7268,,0.228648677,1322,751.7956005,0,200,,0,0,0,0,0.669528774,4736.486292
144,800,1,5,gas_storage,FALSE,GS,gas,TRUE,none,144,8518,,0.454023682,1885,861.809895,0,200,,0,0,0,0,0.767508255,3643.708333
145,800,1,5,standard_heat_pump,FALSE,GS,flat,TRUE,none,145,5753,,0.30664078,2299,352.9300628,0,200,,0,0,0,0,0.917387355,1255.456137
146,800,1,5,standard_heat_pump,FALSE,GS,tou,TRUE,none,146,5875,,0.313161228,2299,372.5133302,0,200,,0,0,0,0,0.917387355,1255.456137
147,800,1,5,standard_heat_pump,FALSE,CL1,CL,TRUE,none,147,5330,,0.28421912,2299,285.2349681,0,200,,0,0,0,0,0.791790533,1085.78214
148,800,1,5,standard_heat_pump,FALSE,CL2,CL,TRUE,none,148,5618,,0.299436984,2299,331.282297,0,200,,0,0,0,0,0.921119679,1261.066985
149,800,1,5,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,149,5255,,0.280191019,2299,273.2675672,0,200,,0,0,0,0,0.78831952,1080.206788
150,800,1,5,standard_heat_pump,FALSE,CL3,CL,TRUE,none,150,5504,,0.293393933,2299,313.1187695,0,200,,0,0,0,0,0.869945413,1191.925274
151,800,1,5,standard_heat_pump,TRUE,GS,flat,TRUE,none,151,5008,,0.26690997,2299,233.6040502,0,200,,0,0,0.338101015,38.75420181,0.917387355,1255.456137
152,800,1,5,standard_heat_pump,TRUE,GS,tou,TRUE,none,152,5006,,0.266821243,2299,233.3375734,0,200,,0,0,0.338101015,38.75420181,0.917387355,1255.456137
153,800,1,5,standard_heat_pump,TRUE,CL1,CL,TRUE,none,153,5330,,0.28421912,2299,285.2349681,0,200,,0,0,0,0,0.791790533,1085.78214
154,800,1,5,standard_heat_pump,TRUE,CL2,CL,TRUE,none,154,5006,,0.266811651,2299,233.2979292,0,200,,0,0,0.295773027,34.79992963,0.921119679,1261.066985
155,800,1,5,standard_heat_pump,TRUE,CL3,CL,TRUE,none,155,4674,,0.249111228,2299,180.1257242,0,200,,0,0,0.42473674,47.23354064,0.869945413,1191.925274
156,800,1,5,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,156,3798,,0.202437461,2299,39.90438203,0,200,,0,0,0.860515578,79.95346427,0.742955865,1017.671874
157,800,1,5,premium_heat_pump,FALSE,GS,flat,TRUE,none,157,8442,,0.449956602,5750,230.8990488,0,200,,0,0,0,0,0.600267462,821.3628091
158,800,1,5,premium_heat_pump,FALSE,GS,tou,TRUE,none,158,8544,,0.455428428,5750,247.3326152,0,200,,0,0,0,0,0.600267462,821.3628091
159,800,1,5,premium_heat_pump,FALSE,CL1,CL,TRUE,none,159,8239,,0.439144551,5750,198.4113064,0,200,,0,0,0,0,0.550668353,755.2771465
160,800,1,5,premium_heat_pump,FALSE,CL2,CL,TRUE,none,160,8351,,0.445141953,5750,216.4304045,0,200,,0,0,0,0,0.602475155,823.8690693
161,800,1,5,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,161,8187,,0.436378546,5750,190.1043079,0,200,,0,0,0,0,0.548352927,751.3000287
162,800,1,5,premium_heat_pump,FALSE,CL3,CL,TRUE,none,162,8248,,0.439628161,5750,199.8607058,0,200,,0,0,0,0,0.554938722,760.7944643
163,800,1,5,premium_heat_pump,TRUE,GS,flat,TRUE,none,163,7938,,0.423127574,5750,150.3232648,0,200,,0,0,0.348965422,26.16906513,0.600267462,821.3628091
164,800,1,5,premium_heat_pump,TRUE,GS,tou,TRUE,none,164,7955,,0.42403624,5750,153.0522672,0,200,,0,0,0.348965422,26.16906513,0.600267462,821.3628091
165,800,1,5,premium_heat_pump,TRUE,CL1,CL,TRUE,none,165,8239,,0.439144551,5750,198.4113064,0,200,,0,0,0,0,0.550668353,755.2771465
