ID,location,profile_HWD,household_size,heater_type,has_solar,control_type,tariff_type,new_system,old_heater,ID,net_present_cost,payback_period,LCOHW,capital_cost,annual_energy_cost,daily_supply_cost,oandm_cost,others_cost,rebates,disconnection_costs,solar_ratio_real,annual_fit_opp_cost,emissions_total,annual_energy_consumption
487,800,3,5,standard_heat_pump,TRUE,GS,flat,TRUE,none,487,4721,,0.251654402,2299,187.7547441,0,200,,0,0,0.474796029,55.12564248,0.928889203,1271.674049
488,800,3,5,standard_heat_pump,TRUE,GS,tou,TRUE,none,488,4688,,0.24990674,2299,182.5060994,0,200,,0,0,0.474796029,55.12564248,0.928889203,1271.674049
489,800,3,5,standard_heat_pump,TRUE,CL1,CL,TRUE,none,489,5358,,0.285642172,2299,289.685465,0,200,,0,0,0,0,0.804098031,1102.723506
490,800,3,5,standard_heat_pump,TRUE,CL2,CL,TRUE,none,490,4789,,0.255244619,2299,198.5364251,0,200,,0,0,0.394534639,45.94704705,0.911166681,1248.219097
491,800,3,5,standard_heat_pump,TRUE,CL3,CL,TRUE,none,491,4726,,0.251926941,2299,188.5709649,0,200,,0,0,0.407621652,46.0844558,0.884260714,1211.757104
492,800,3,5,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,492,3804,,0.202738847,2299,40.84901659,0,200,,0,0,0.8611581,82.28631571,0.764113757,1046.583658
493,800,3,5,premium_heat_pump,FALSE,GS,flat,TRUE,none,493,8432,,0.449421566,5750,229.2599406,0,200,,0,0,0,0,0.595816178,815.5321114
494,800,3,5,premium_heat_pump,FALSE,GS,tou,TRUE,none,494,8530,,0.454644356,5750,244.9452043,0,200,,0,0,0,0,0.595816178,815.5321114
495,800,3,5,premium_heat_pump,FALSE,CL1,CL,TRUE,none,495,8253,,0.439916153,5750,200.7067793,0,200,,0,0,0,0,0.557102604,764.0151478
496,800,3,5,premium_heat_pump,FALSE,CL2,CL,TRUE,none,496,8335,,0.444264299,5750,213.7702556,0,200,,0,0,0,0,0.5942499,813.7428837
497,800,3,5,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,497,8205,,0.43734872,5750,192.9970831,0,200,,0,0,0,0,0.556841337,763.0393785
498,800,3,5,premium_heat_pump,FALSE,CL3,CL,TRUE,none,498,8285,,0.441618154,5750,205.821375,0,200,,0,0,0,0,0.571336897,783.484488
499,800,3,5,premium_heat_pump,TRUE,GS,flat,TRUE,none,499,7764,,0.413825465,5750,122.3565103,0,200,,0,0,0.466297906,34.71964763,0.595816178,815.5321114
500,800,3,5,premium_heat_pump,TRUE,GS,tou,TRUE,none,500,7745,,0.412812018,5750,119.3128925,0,200,,0,0,0.466297906,34.71964763,0.595816178,815.5321114
501,800,3,5,premium_heat_pump,TRUE,CL1,CL,TRUE,none,501,8253,,0.439916153,5750,200.7067793,0,200,,0,0,0,0,0.557102604,764.0151478
502,800,3,5,premium_heat_pump,TRUE,CL2,CL,TRUE,none,502,7883,,0.420162477,5750,141.3869004,0,200,,0,0,0.338603493,25.70752585,0.5942499,813.7428837
503,800,3,5,premium_heat_pump,TRUE,CL3,CL,TRUE,none,503,7799,,0.415712104,5750,128.0196161,0,200,,0,0,0.378006215,27.63191513,0.571336897,783.484488
504,800,3,5,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,504,7180,,0.382737346,5750,28.99209305,0,200,,0,0,0.858359979,57.06196401,0.531653186,728.1258967
505,800,4,2,resistive,FALSE,GS,flat,TRUE,none,505,4679,,0.623496541,1100,372.9298122,0,200,,0,0,0,0,0.969699157,1326.6
506,800,4,2,resistive,FALSE,GS,tou,TRUE,none,506,4920,,0.655631295,1100,411.5338637,0,200,,0,0,0,0,0.969699157,1326.6
507,800,4,2,resistive,FALSE,CL1,CL,TRUE,none,507,4336,,0.577730989,1100,317.951064,0,200,,0,0,0,0,0.883504181,1210.32
508,800,4,2,resistive,FALSE,CL2,CL,TRUE,none,508,4516,,0.601780661,1100,346.84281,0,200,,0,0,0,0,0.966234311,1320.3
509,800,4,2,resistive,FALSE,timer_OP,tou,TRUE,none,509,4440,,0.591657003,1100,334.6820953,0,200,,0,0,0,0,0.907029099,1240.92
510,800,4,2,resistive,FALSE,CL3,CL,TRUE,none,510,4470,,0.595640655,1100,339.466194,0,200,,0,0,0,0,0.94211553,1292.22
511,800,4,2,resistive,TRUE,GS,flat,TRUE,none,511,4218,,0.562117724,1100,299.1943464,0,200,,0,0,0.197719419,23.94749526,0.969699157,1326.6
512,800,4,2,resistive,TRUE,GS,tou,TRUE,none,512,4378,,0.583329346,1100,324.6762455,0,200,,0,0,0.197719419,23.94749526,0.969699157,1326.6
513,800,4,2,resistive,TRUE,CL1,CL,TRUE,none,513,4336,,0.577730989,1100,317.951064,0,200,,0,0,0,0,0.883504181,1210.32
514,800,4,2,resistive,TRUE,CL2,CL,TRUE,none,514,4156,,0.55379573,1100,289.1976056,0,200,,0,0,0.166199796,20.47315407,0.966234311,1320.3
515,800,4,2,resistive,TRUE,CL3,CL,TRUE,none,515,3819,,0.508937259,1100,235.307839,0,200,,0,0,0.306829831,36.99267041,0.94211553,1292.22
516,800,4,2,resistive,TRUE,timer_SS,flat,TRUE,none,516,3622,,0.482635384,1100,203.7113307,0,200,,0,0,0.420743699,48.05578858,0.914491028,1251
517,800,4,2,resistive,TRUE,diverter,tou,TRUE,none,517,3938,,0.524757313,2200,78.22878255,0,200,,0,0,0.770115193,92.35975649,0.95812111,1313.579343
518,800,4,2,resistive,TRUE,diverter,CL,TRUE,none,518,3945,,0.52567234,2200,79.32802692,0,200,,0,0,0.770115193,94.38297131,0.95812111,1313.579343
519,800,4,2,solar_thermal,FALSE,GS,flat,TRUE,none,519,7814,,1.072002026,6500,10.32261624,0,200,,0,0,0.90445992,0,0.027081597,36.72
520,800,4,2,solar_thermal,FALSE,GS,tou,TRUE,none,520,7825,,1.073590724,6500,12.176352,0,200,,0,0,0.90445992,0,0.027081597,36.72
521,800,4,2,gas_instant,FALSE,GS,gas,TRUE,none,521,4499,,0.345017687,1323,308.4250896,0,200,,0,0,0,0,0.274675021,2044.024331
522,800,4,2,gas_storage,FALSE,GS,gas,TRUE,none,522,5918,,0.788652626,1705,474.4854,0,200,,0,0,0,0,0.422565885,2006.111111
523,800,4,2,standard_heat_pump,FALSE,GS,flat,TRUE,none,523,4910,,0.65426304,2299,217.9619635,0,200,,0,0,0,0,0.565830955,775.342521
524,800,4,2,standard_heat_pump,FALSE,GS,tou,TRUE,none,524,5057,,0.673794732,2299,241.4259534,0,200,,0,0,0,0,0.565830955,775.342521
525,800,4,2,standard_heat_pump,FALSE,CL1,CL,TRUE,none,525,4757,,0.63385284,2299,193.4342012,0,200,,0,0,0,0,0.537081717,736.3311807
526,800,4,2,standard_heat_pump,FALSE,CL2,CL,TRUE,none,526,4820,,0.642265198,2299,203.5472195,0,200,,0,0,0,0,0.565770372,774.8276342
527,800,4,2,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,527,4704,,0.626809329,2299,184.9726829,0,200,,0,0,0,0,0.533817754,731.5713027
528,800,4,2,standard_heat_pump,FALSE,CL3,CL,TRUE,none,528,4656,,0.620468378,2299,177.3570522,0,200,,0,0,0,0,0.49251231,675.1315273
529,800,4,2,standard_heat_pump,TRUE,GS,flat,TRUE,none,529,4302,,0.573209262,2299,120.5897026,0,200,,0,0,0.446739694,31.62415442,0.565830955,775.342521
530,800,4,2,standard_heat_pump,TRUE,GS,tou,TRUE,none,530,4340,,0.578308925,2299,126.7160765,0,200,,0,0,0.446739694,31.62415442,0.565830955,775.342521
531,800,4,2,standard_heat_pump,TRUE,CL1,CL,TRUE,none,531,4757,,0.63385284,2299,193.4342012,0,200,,0,0,0,0,0.537081717,736.3311807
532,800,4,2,standard_heat_pump,TRUE,CL2,CL,TRUE,none,532,4356,,0.580400139,2299,129.2270581,0,200,,0,0,0.365124916,26.39539803,0.565770372,774.8276342
533,800,4,2,standard_heat_pump,TRUE,CL3,CL,TRUE,none,533,3803,,0.506792434,2299,40.79600811,0,200,,0,0,0.769978089,48.50074387,0.49251231,675.1315273
534,800,4,2,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,534,3758,,0.500812506,2299,33.61901683,0,200,,0,0,0.832859224,54.40738609,0.52216754,715.5096314
535,800,4,2,premium_heat_pump,FALSE,GS,flat,TRUE,none,535,7266,,0.968178476,5263,120.6082753,0,200,,0,0,0,0,0.313550061,429.0323077
536,800,4,2,premium_heat_pump,FALSE,GS,tou,TRUE,none,536,7343,,0.978511682,5263,133.0219283,0,200,,0,0,0,0,0.313550061,429.0323077
537,800,4,2,premium_heat_pump,FALSE,CL1,CL,TRUE,none,537,7178,,0.956493621,5263,106.5514798,0,200,,0,0,0,0,0.295896107,405.6013698
538,800,4,2,premium_heat_pump,FALSE,CL2,CL,TRUE,none,538,7216,,0.961606052,5263,112.7093465,0,200,,0,0,0,0,0.3134491,429.0420497
539,800,4,2,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,539,7149,,0.952695653,5263,101.988954,0,200,,0,0,0,0,0.294466128,402.9368649
540,800,4,2,premium_heat_pump,FALSE,CL3,CL,TRUE,none,540,7121,,0.948871081,5263,97.39995977,0,200,,0,0,0,0,0.270522518,370.7649782
541,800,4,2,premium_heat_pump,TRUE,GS,flat,TRUE,none,541,6913,,0.921111175,5263,64.06462573,0,200,,0,0,0.468820646,18.3640093,0.313550061,429.0323077
542,800,4,2,premium_heat_pump,TRUE,GS,tou,TRUE,none,542,6927,,0.92306917,5263,66.41683508,0,200,,0,0,0.468820646,18.3640093,0.313550061,429.0323077
543,800,4,2,premium_heat_pump,TRUE,CL1,CL,TRUE,none,543,7178,,0.956493621,5263,106.5514798,0,200,,0,0,0,0,0.295896107,405.6013698
544,800,4,2,premium_heat_pump,TRUE,CL2,CL,TRUE,none,544,6965,,0.928162007,5263,72.53191903,0,200,,0,0,0.35646935,14.26933376,0.3134491,429.0420497
545,800,4,2,premium_heat_pump,TRUE,CL3,CL,TRUE,none,545,6578,,0.876481863,5263,10.43721865,0,200,,0,0,0.892841653,30.88551103,0.270522518,370.7649782
546,800,4,2,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,546,6635,,0.884176458,5263,19.69653756,0,200,,0,0,0.824685915,30.09160304,0.291842529,399.6556614
547,800,4,3,resistive,FALSE,GS,flat,TRUE,none,547,5672,,0.503839026,1210,514.2079717,0,200,,0,0,0,0,1.335968176,1829.16
548,800,4,3,resistive,FALSE,GS,tou,TRUE,none,548,6020,,0.534810221,1210,570.017234,0,200,,0,0,0,0,1.335968176,1829.16
549,800,4,3,resistive,FALSE,CL1,CL,TRUE,none,549,5244,,0.465830503,1210,445.717836,0,200,,0,0,0,0,1.237699094,1696.68
550,800,4,3,resistive,FALSE,CL2,CL,TRUE,none,550,5452,,0.484330667,1210,479.054466,0,200,,0,0,0,0,1.332847464,1823.58
551,800,4,3,resistive,FALSE,timer_OP,tou,TRUE,none,551,5367,,0.476791853,1210,465.4696288,0,200,,0,0,0,0,1.264843848,1731.78
552,800,4,3,resistive,FALSE,CL3,CL,TRUE,none,552,5403,,0.480000737,1210,471.252276,0,200,,0,0,0,0,1.307893815,1793.88
553,800,4,3,resistive,TRUE,GS,flat,TRUE,none,553,5019,,0.445861121,1210,409.7333396,0,200,,0,0,0.203175831,33.93083275,1.335968176,1829.16
554,800,4,3,resistive,TRUE,GS,tou,TRUE,none,554,5252,,0.466539087,1210,446.9944806,0,200,,0,0,0.203175831,33.93083275,1.335968176,1829.16
555,800,4,3,resistive,TRUE,CL1,CL,TRUE,none,555,5244,,0.465830503,1210,445.717836,0,200,,0,0,0,0,1.237699094,1696.68
556,800,4,3,resistive,TRUE,CL2,CL,TRUE,none,556,4944,,0.439218964,1210,397.7643819,0,200,,0,0,0.169688605,28.87082163,1.332847464,1823.58
557,800,4,3,resistive,TRUE,CL3,CL,TRUE,none,557,4478,,0.397777601,1210,323.0883442,0,200,,0,0,0.314404703,52.62160196,1.307893815,1793.88
558,800,4,3,resistive,TRUE,timer_SS,flat,TRUE,none,558,4210,,0.373971458,1210,280.1917464,0,200,,0,0,0.430087454,68.67324397,1.276211735,1748.88
559,800,4,3,resistive,TRUE,diverter,tou,TRUE,none,559,4243,,0.376914673,2310,109.4082308,0,200,,0,0,0.766136123,126.9574271,1.323432103,1815.019917
560,800,4,3,resistive,TRUE,diverter,CL,TRUE,none,560,4256,,0.378079728,2310,111.5076369,0,200,,0,0,0.766136123,129.7385318,1.323432103,1815.019917
561,800,4,3,solar_thermal,FALSE,GS,flat,TRUE,none,561,8053,,0.746389489,6500,48.67821972,0,200,,0,0,0.670656524,0,0.126712692,173.16
562,800,4,3,solar_thermal,FALSE,GS,tou,TRUE,none,562,8108,,0.751450522,6500,57.419856,0,200,,0,0,0.670656524,0,0.126712692,173.16
563,800,4,3,gas_instant,FALSE,GS,gas,TRUE,none,563,5462,,0.279262256,1323,462.6376343,0,200,,0,0,0,0,0.412012531,3066.036496
564,800,4,3,gas_storage,FALSE,GS,gas,TRUE,none,564,6717,,0.596748608,1705,602.39016,0,200,,0,0,0,0,0.53647495,2546.888889
565,800,4,3,standard_heat_pump,FALSE,GS,flat,TRUE,none,565,5225,,0.464138692,2299,268.3506341,0,200,,0,0,0,0,0.697056711,954.5870016
566,800,4,3,standard_heat_pump,FALSE,GS,tou,TRUE,none,566,5393,,0.47907122,2299,295.2589189,0,200,,0,0,0,0,0.697056711,954.5870016
567,800,4,3,standard_heat_pump,FALSE,CL1,CL,TRUE,none,567,4950,,0.43970685,2299,224.3170098,0,200,,0,0,0,0,0.622425954,853.8904067
568,800,4,3,standard_heat_pump,FALSE,CL2,CL,TRUE,none,568,5113,,0.454221955,2299,250.4794903,0,200,,0,0,0,0,0.696308486,953.4811201
569,800,4,3,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,569,4889,,0.43428343,2299,214.5441137,0,200,,0,0,0,0,0.619153844,848.3983992
570,800,4,3,standard_heat_pump,FALSE,CL3,CL,TRUE,none,570,4870,,0.432598478,2299,211.5101822,0,200,,0,0,0,0,0.587591463,805.1396352
571,800,4,3,standard_heat_pump,TRUE,GS,flat,TRUE,none,571,4496,,0.39943627,2299,151.7574319,0,200,,0,0,0.434480815,37.86665112,0.697056711,954.5870016
572,800,4,3,standard_heat_pump,TRUE,GS,tou,TRUE,none,572,4535,,0.402870229,2299,157.9453971,0,200,,0,0,0.434480815,37.86665112,0.697056711,954.5870016
573,800,4,3,standard_heat_pump,TRUE,CL1,CL,TRUE,none,573,4950,,0.43970685,2299,224.3170098,0,200,,0,0,0,0,0.622425954,853.8904067
574,800,4,3,standard_heat_pump,TRUE,CL2,CL,TRUE,none,574,4519,,0.401473689,2299,155.4277217,0,200,,0,0,0.379479248,33.75839362,0.696308486,953.4811201
575,800,4,3,standard_heat_pump,TRUE,CL3,CL,TRUE,none,575,3847,,0.341726653,2299,47.76104775,0,200,,0,0,0.774190314,58.15681097,0.587591463,805.1396352
576,800,4,3,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,576,3774,,0.335290486,2299,36.16833332,0,200,,0,0,0.84461556,63.85041379,0.604684155,828.0067181
577,800,4,3,premium_heat_pump,FALSE,GS,flat,TRUE,none,577,7453,,0.662085592,5263,150.5815795,0,200,,0,0,0,0,0.391588303,535.6544765
578,800,4,3,premium_heat_pump,FALSE,GS,tou,TRUE,none,578,7554,,0.671017504,5263,166.6769235,0,200,,0,0,0,0,0.391588303,535.6544765
579,800,4,3,premium_heat_pump,FALSE,CL1,CL,TRUE,none,579,7295,,0.6480443,5263,125.2594556,0,200,,0,0,0,0,0.34776864,476.8155905
580,800,4,3,premium_heat_pump,FALSE,CL2,CL,TRUE,none,580,7390,,0.656526739,5263,140.5618499,0,200,,0,0,0,0,0.390841127,535.0660444
581,800,4,3,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,581,7261,,0.645029571,5263,119.8269426,0,200,,0,0,0,0,0.346356696,473.9183708
582,800,4,3,premium_heat_pump,FALSE,CL3,CL,TRUE,none,582,7278,,0.646560447,5263,122.5921889,0,200,,0,0,0,0,0.340322321,466.6623101
583,800,4,3,premium_heat_pump,TRUE,GS,flat,TRUE,none,583,7018,,0.623395508,5263,80.86188063,0,200,,0,0,0.463002839,22.64327132,0.391588303,535.6544765
584,800,4,3,premium_heat_pump,TRUE,GS,tou,TRUE,none,584,7041,,0.62550226,5263,84.65825832,0,200,,0,0,0.463002839,22.64327132,0.391588303,535.6544765
585,800,4,3,premium_heat_pump,TRUE,CL1,CL,TRUE,none,585,7295,,0.6480443,5263,125.2594556,0,200,,0,0,0,0,0.34776864,476.8155905
586,800,4,3,premium_heat_pump,TRUE,CL2,CL,TRUE,none,586,7045,,0.625867157,5263,85.3132763,0,200,,0,0,0.393055254,19.6219715,0.390841127,535.0660444
587,800,4,3,premium_heat_pump,TRUE,CL3,CL,TRUE,none,587,6723,,0.597204949,5263,33.65436317,0,200,,0,0,0.7254771,31.58697806,0.340322321,466.6623101
588,800,4,3,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,588,6649,,0.59066425,5263,21.87881274,0,200,,0,0,0.835323268,36.04373259,0.345041946,472.6116277
589,800,4,4,resistive,FALSE,GS,flat,TRUE,none,589,6714,,0.447356417,1350,658.7245991,0,200,,0,0,0,0,1.712580174,2343.24
590,800,4,4,resistive,FALSE,GS,tou,TRUE,none,590,7172,,0.477875752,1350,732.0512873,0,200,,0,0,0,0,1.712580174,2343.24
591,800,4,4,resistive,FALSE,CL1,CL,TRUE,none,591,6175,,0.411425801,1350,572.39703,0,200,,0,0,0,0,1.588363934,2178.9
592,800,4,4,resistive,FALSE,CL2,CL,TRUE,none,592,6434,,0.428666419,1350,613.819566,0,200,,0,0,0,0,1.708005485,2336.58
593,800,4,4,resistive,FALSE,timer_OP,tou,TRUE,none,593,6319,,0.420986034,1350,595.3663022,0,200,,0,0,0,0,1.623221439,2221.92
594,800,4,4,resistive,FALSE,CL3,CL,TRUE,none,594,6373,,0.424612022,1350,604.07865,0,200,,0,0,0,0,1.677754208,2299.5
595,800,4,4,resistive,TRUE,GS,flat,TRUE,none,595,5855,,0.390084291,1350,521.120838,0,200,,0,0,0.20889422,44.6903723,1.712580174,2343.24
596,800,4,4,resistive,TRUE,GS,tou,TRUE,none,596,6160,,0.410436853,1350,570.0205267,0,200,,0,0,0.20889422,44.6903723,1.712580174,2343.24
597,800,4,4,resistive,TRUE,CL1,CL,TRUE,none,597,6175,,0.411425801,1350,572.39703,0,200,,0,0,0,0,1.588363934,2178.9
598,800,4,4,resistive,TRUE,CL2,CL,TRUE,none,598,5758,,0.383643321,1350,505.645682,0,200,,0,0,0.176230753,38.41881759,1.708005485,2336.58
599,800,4,4,resistive,TRUE,CL3,CL,TRUE,none,599,5163,,0.344023529,1350,410.4541924,0,200,,0,0,0.320528556,68.76727026,1.677754208,2299.5
600,800,4,4,resistive,TRUE,timer_SS,flat,TRUE,none,600,4771,,0.317897446,1350,347.6847242,0,200,,0,0,0.447127803,91.32216579,1.632885894,2237.04
601,800,4,4,resistive,TRUE,diverter,tou,TRUE,none,601,4606,,0.306872575,2450,145.1067291,0,200,,0,0,0.756654457,160.3833851,1.693726992,2321.619288
602,800,4,4,resistive,TRUE,diverter,CL,TRUE,none,602,4627,,0.308249038,2450,148.4138639,0,200,,0,0,0.756654457,163.8967122,1.693726992,2321.619288
603,800,4,4,solar_thermal,FALSE,GS,flat,TRUE,none,603,8725,,0.618682371,6740,117.7486666,0,200,,0,0,0.460630182,0,0.307440839,418.86
604,800,4,4,solar_thermal,FALSE,GS,tou,TRUE,none,604,8857,,0.628048994,6740,138.893976,0,200,,0,0,0.460630182,0,0.307440839,418.86
605,800,4,4,gas_instant,FALSE,GS,gas,TRUE,none,605,6328,,0.248872998,1322,601.4364804,0,200,,0,0,0,0,0.535623019,3789.189034
606,800,4,4,gas_storage,FALSE,GS,gas,TRUE,none,606,7812,,0.520517174,1885,748.86174,0,200,,0,0,0,0,0.666919202,3166.166667
607,800,4,4,standard_heat_pump,FALSE,GS,flat,TRUE,none,607,5538,,0.369002895,2299,318.5634909,0,200,,0,0,0,0,0.828396024,1133.206071
608,800,4,4,standard_heat_pump,FALSE,GS,tou,TRUE,none,608,5729,,0.381709273,2299,349.0925371,0,200,,0,0,0,0,0.828396024,1133.206071
609,800,4,4,standard_heat_pump,FALSE,CL1,CL,TRUE,none,609,5138,,0.342327889,2299,254.4649105,0,200,,0,0,0,0,0.706302729,968.6521147
610,800,4,4,standard_heat_pump,FALSE,CL2,CL,TRUE,none,610,5405,,0.360083814,2299,297.1328102,0,200,,0,0,0,0,0.826020898,1131.072745
611,800,4,4,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,611,5069,,0.337744382,2299,243.4524124,0,200,,0,0,0,0,0.702591095,962.8600057
612,800,4,4,standard_heat_pump,FALSE,CL3,CL,TRUE,none,612,5133,,0.341986208,2299,253.6467377,0,200,,0,0,0,0,0.705001262,965.5376388
613,800,4,4,standard_heat_pump,TRUE,GS,flat,TRUE,none,613,4657,,0.310296887,2299,177.5131933,0,200,,0,0,0.442769814,45.80972397,0.828396024,1133.206071
614,800,4,4,standard_heat_pump,TRUE,GS,tou,TRUE,none,614,4691,,0.3125751,2299,182.986953,0,200,,0,0,0.442769814,45.80972397,0.828396024,1133.206071
615,800,4,4,standard_heat_pump,TRUE,CL1,CL,TRUE,none,615,5138,,0.342327889,2299,254.4649105,0,200,,0,0,0,0,0.706302729,968.6521147
616,800,4,4,standard_heat_pump,TRUE,CL2,CL,TRUE,none,616,4661,,0.310572874,2299,178.1752556,0,200,,0,0,0.400351461,42.24872419,0.826020898,1131.072745
617,800,4,4,standard_heat_pump,TRUE,CL3,CL,TRUE,none,617,4078,,0.271724808,2299,84.83383876,0,200,,0,0,0.665543348,59.95524733,0.705001262,965.5376388
618,800,4,4,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,618,3788,,0.252392503,2299,38.38942382,0,200,,0,0,0.853824732,72.82660959,0.682204417,934.2230626
619,800,4,4,premium_heat_pump,FALSE,GS,flat,TRUE,none,619,7908,,0.526849137,5467,190.6841547,0,200,,0,0,0,0,0.495557159,678.3088705
620,800,4,4,premium_heat_pump,FALSE,GS,tou,TRUE,none,620,8027,,0.534782337,5467,209.7449465,0,200,,0,0,0,0,0.495557159,678.3088705
621,800,4,4,premium_heat_pump,FALSE,CL1,CL,TRUE,none,621,7706,,0.513410172,5467,158.379929,0,200,,0,0,0,0,0.439555226,602.8927638
622,800,4,4,premium_heat_pump,FALSE,CL2,CL,TRUE,none,622,7823,,0.521246731,5467,177.221432,0,200,,0,0,0,0,0.492315843,674.6152721
623,800,4,4,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,623,7665,,0.510689035,5467,151.8420929,0,200,,0,0,0,0,0.437899939,599.9657463
624,800,4,4,premium_heat_pump,FALSE,CL3,CL,TRUE,none,624,7662,,0.510505039,5467,151.4047275,0,200,,0,0,0,0,0.420430316,576.3407975
625,800,4,4,premium_heat_pump,TRUE,GS,flat,TRUE,none,625,7355,,0.490064096,5467,102.3021676,0,200,,0,0,0.463499378,28.70433103,0.495557159,678.3088705
626,800,4,4,premium_heat_pump,TRUE,GS,tou,TRUE,none,626,7377,,0.491495136,5467,105.740471,0,200,,0,0,0.463499378,28.70433103,0.495557159,678.3088705
627,800,4,4,premium_heat_pump,TRUE,CL1,CL,TRUE,none,627,7706,,0.513410172,5467,158.379929,0,200,,0,0,0,0,0.439555226,602.8927638
628,800,4,4,premium_heat_pump,TRUE,CL2,CL,TRUE,none,628,7385,,0.49202995,5467,107.0235233,0,200,,0,0,0.396102818,24.93134707,0.492315843,674.6152721
629,800,4,4,premium_heat_pump,TRUE,CL3,CL,TRUE,none,629,6922,,0.461159204,5467,32.84438575,0,200,,0,0,0.783068955,42.10765088,0.420430316,576.3407975
630,800,4,4,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,630,6875,,0.458069843,5467,25.43088972,0,200,,0,0,0.847438527,45.8784305,0.43286764,592.9656976
631,800,4,5,resistive,FALSE,GS,flat,TRUE,none,631,8181,,0.436074076,1880,808.7061409,0,200,,0,0,0,0,2.101780823,2876.76
632,800,4,5,resistive,FALSE,GS,tou,TRUE,none,632,8775,,0.467696963,1880,903.6787743,0,200,,0,0,0,0,2.101780823,2876.76
633,800,4,5,resistive,FALSE,CL1,CL,TRUE,none,633,7533,,0.401507208,1880,704.892402,0,200,,0,0,0,0,1.956083124,2683.26
634,800,4,5,resistive,FALSE,CL2,CL,TRUE,none,634,7836,,0.417661482,1880,753.407838,0,200,,0,0,0,0,2.093732239,2867.94
635,800,4,5,resistive,FALSE,timer_OP,tou,TRUE,none,635,7689,,0.409837893,1880,729.9111391,0,200,,0,0,0,0,1.993275457,2730.78
636,800,4,5,resistive,FALSE,CL3,CL,TRUE,none,636,7765,,0.4138826,1880,742.059198,0,200,,0,0,0,0,2.060874322,2824.74
637,800,4,5,resistive,TRUE,GS,flat,TRUE,none,637,7116,,0.379298634,1880,638.1931432,0,200,,0,0,0.210846671,55.37849612,2.101780823,2876.76
638,800,4,5,resistive,TRUE,GS,tou,TRUE,none,638,7520,,0.400829814,1880,702.8574752,0,200,,0,0,0.210846671,55.37849612,2.101780823,2876.76
639,800,4,5,resistive,TRUE,CL1,CL,TRUE,none,639,7533,,0.401507208,1880,704.892402,0,200,,0,0,0,0,1.956083124,2683.26
640,800,4,5,resistive,TRUE,CL2,CL,TRUE,none,640,6997,,0.37293787,1880,619.0899524,0,200,,0,0,0.178280446,47.70406825,2.093732239,2867.94
641,800,4,5,resistive,TRUE,CL3,CL,TRUE,none,641,6267,,0.334020252,1880,502.2094874,0,200,,0,0,0.323221801,85.1845375,2.060874322,2824.74
642,800,4,5,resistive,TRUE,timer_SS,flat,TRUE,none,642,5729,,0.305367693,1880,416.159339,0,200,,0,0,0.461970393,116.0516396,2.008831818,2751.48
643,800,4,5,resistive,TRUE,diverter,tou,TRUE,none,643,5414,,0.288585292,2980,189.6652539,0,200,,0,0,0.739602799,192.0805578,2.075110194,2844.553356
644,800,4,5,resistive,TRUE,diverter,CL,TRUE,none,644,5445,,0.290223581,2980,194.5854972,0,200,,0,0,0.739602799,196.288237,2.075110194,2844.553356
645,800,4,5,solar_thermal,FALSE,GS,flat,TRUE,none,645,8985,,0.501338205,7160,92.14453026,0,200,,0,0,0.519859596,0,0.240031873,327.78
646,800,4,5,solar_thermal,FALSE,GS,tou,TRUE,none,646,9088,,0.507105927,7160,108.691848,0,200,,0,0,0.519859596,0,0.240031873,327.78
647,800,4,5,gas_instant,FALSE,GS,gas,TRUE,none,647,7268,,0.228648677,1322,751.7956005,0,200,,0,0,0,0,0.669528774,4736.486292
648,800,4,5,gas_storage,FALSE,GS,gas,TRUE,none,648,8560,,0.456254218,1885,868.51458,0,200,,0,0,0,0,0.773479294,3672.055556
649,800,4,5,standard_heat_pump,FALSE,GS,flat,TRUE,none,649,5840,,0.311287961,2299,366.8738281,0,200,,0,0,0,0,0.953760744,1305.057425
650,800,4,5,standard_heat_pump,FALSE,GS,tou,TRUE,none,650,6048,,0.322349096,2299,400.0939444,0,200,,0,0,0,0,0.953760744,1305.057425
651,800,4,5,standard_heat_pump,FALSE,CL1,CL,TRUE,none,651,5323,,0.283819825,2299,284.008889,0,200,,0,0,0,0,0.788343431,1081.114918
652,800,4,5,standard_heat_pump,FALSE,CL2,CL,TRUE,none,652,5683,,0.302915689,2299,341.7278513,0,200,,0,0,0,0,0.95071545,1300.829278
653,800,4,5,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,653,5246,,0.279768283,2299,271.8140791,0,200,,0,0,0,0,0.784520701,1075.031063
